k_folds,norm,train loss,test loss
2,min_max,85,18,80,21,64,18,63,14
2,z_score,69,19,60,17,44,12,46,11
2,none,161,39,120,29,161,39,118,30
3,min_max,79,18,68,19,53,10,60,12
3,z_score,93,19,89,15,38,11,42,10
3,none,45,9,115,30,117,30,152,38
4,min_max,78,20,78,20,58,14,75,17
4,z_score,66,12,60,18,48,10,45,12
4,none,85,23,117,30,86,23,89,18
5,min_max,82,17,63,12,61,13,70,20
5,z_score,40,10,40,9,56,9,56,12
5,none,94,18,84,16,64,12,81,22
6,min_max,59,14,61,15,72,13,58,11
6,z_score,41,8,45,8,41,9,47,13
6,none,71,22,81,22,70,21,77,23
7,min_max,66,16,85,17,84,18,61,13
7,z_score,55,10,45,11,44,13,52,16
7,none,44,10,79,22,68,22,39,10
8,min_max,56,14,66,17,83,17,83,17
8,z_score,44,10,44,10,48,11,41,9
8,none,83,23,83,22,88,23,55,12
9,min_max,83,17,58,12,58,14,55,13
9,z_score,47,10,42,11,42,11,46,11
9,none,39,10,81,23,59,12,79,22
10,min_max,59,13,58,13,85,17,63,12
10,z_score,42,12,41,10,41,11,44,10
10,none,61,21,80,22,80,22,42,7
11,min_max,61,14,83,17,60,14,59,13
11,z_score,47,8,40,12,40,11,47,9
11,none,73,13,66,15,73,22,84,24
12,min_max,68,14,60,10,84,16,84,17
12,z_score,40,10,51,11,39,10,39,11
12,none,86,18,81,22,81,22,66,12
13,min_max,79,18,77,18,85,17,62,13
13,z_score,37,10,40,8,43,10,45,11
13,none,53,10,48,10,80,22,51,11
14,min_max,80,17,72,17,75,17,84,17
14,z_score,48,8,56,10,37,10,40,12
14,none,78,22,81,22,63,14,85,23
15,min_max,60,13,74,17,67,18,71,16
15,z_score,42,10,51,8,48,9,43,11
15,none,76,23,47,9,80,22,59,13
16,min_max,82,17,76,16,75,17,69,15
16,z_score,59,11,48,11,42,8,46,9
16,none,81,22,69,21,41,12,74,18
17,min_max,72,17,61,14,85,18,62,14
17,z_score,45,8,40,10,40,9,47,8
17,none,75,16,50,12,59,9,65,22
18,min_max,66,12,64,17,77,17,59,13
18,z_score,55,10,43,8,39,10,44,9
18,none,47,12,42,7,77,21,57,19
19,min_max,53,11,69,15,59,14,59,16
19,z_score,49,11,40,9,46,11,43,9
19,none,81,22,74,22,74,15,59,14
20,min_max,70,16,57,15,74,17,57,14
20,z_score,38,11,39,11,43,11,41,9
20,none,80,22,73,19,79,21,46,15
21,min_max,77,19,84,17,72,18,58,16
21,z_score,39,11,51,8,39,10,44,9
21,none,83,23,69,21,40,12,64,15
22,min_max,83,16,75,17,83,16,59,14
22,z_score,47,9,39,10,40,10,42,10
22,none,43,12,55,12,77,21,80,21
23,min_max,53,13,71,15,61,14,84,17
23,z_score,40,8,50,9,38,9,44,8
23,none,62,11,42,9,80,22,45,12
24,min_max,75,17,68,12,61,12,75,18
24,z_score,42,8,39,10,43,11,42,11
24,none,42,12,50,10,72,19,53,12
25,min_max,66,16,84,17,59,16,83,18
25,z_score,55,8,40,8,38,11,41,9
25,none,60,14,77,18,111,28,53,12
26,min_max,67,14,75,19,82,18,77,15
26,z_score,38,12,44,9,40,12,44,8
26,none,81,22,45,7,79,18,43,10
27,min_max,78,17,52,10,68,16,57,13
27,z_score,42,9,42,10,41,10,41,9
27,none,38,11,47,8,70,17,77,21
28,min_max,56,13,56,14,55,13,65,13
28,z_score,48,8,40,10,41,9,46,11
28,none,77,21,40,7,50,11,42,9
29,min_max,67,14,81,17,70,14,83,18
29,z_score,41,9,45,9,40,11,41,9
29,none,67,21,46,10,53,5,37,6
30,min_max,75,19,56,13,68,15,73,17
30,z_score,46,11,39,11,39,11,37,10
30,none,48,7,78,22,68,12,45,12
31,min_max,53,10,72,17,81,18,75,16
31,z_score,42,9,40,10,40,11,45,10
31,none,43,9,45,10,45,7,70,18
32,min_max,65,12,80,18,64,14,56,13
32,z_score,41,10,48,10,48,10,39,11
32,none,81,23,62,20,45,10,37,10
33,min_max,66,13,78,18,73,17,61,13
33,z_score,45,13,40,12,42,9,39,10
33,none,45,11,80,22,58,11,36,10
34,min_max,58,13,73,17,62,14,56,12
34,z_score,52,8,40,9,44,12,41,9
34,none,37,10,81,22,50,5,50,11
35,min_max,67,12,72,14,68,13,79,17
35,z_score,38,10,40,9,42,11,43,10
35,none,78,21,36,9,78,21,39,12
36,min_max,73,17,76,17,58,14,60,12
36,z_score,51,10,46,10,42,8,37,11
36,none,77,21,50,10,70,16,78,21
37,min_max,68,14,59,14,70,17,62,13
37,z_score,41,10,46,9,43,9,38,10
37,none,53,7,63,14,57,12,42,9
38,min_max,71,16,70,13,58,14,70,16
38,z_score,46,8,39,10,41,10,41,10
38,none,52,5,81,22,44,10,40,10
39,min_max,64,14,80,18,75,17,73,16
39,z_score,40,9,44,9,42,10,39,11
39,none,74,18,43,9,72,17,63,14
40,min_max,67,14,78,17,60,13,55,12
40,z_score,45,9,46,11,41,9,36,11
40,none,41,11,46,7,50,12,67,14
41,min_max,60,13,66,12,68,14,84,17
41,z_score,41,9,45,12,38,11,41,9
41,none,56,12,53,11,54,8,73,21
42,min_max,71,17,84,18,72,17,66,12
42,z_score,40,11,42,9,42,9,38,11
42,none,72,21,53,11,66,14,59,15
43,min_max,78,17,66,12,69,17,74,17
43,z_score,42,10,41,11,45,8,42,9
43,none,38,8,50,12,61,8,58,12
44,min_max,84,18,61,14,65,12,66,12
44,z_score,42,9,42,11,43,10,44,9
44,none,38,8,46,7,81,22,45,6
45,min_max,70,14,58,13,84,17,58,12
45,z_score,44,7,39,10,40,11,40,10
45,none,41,11,55,12,56,12,54,5
46,min_max,52,11,63,13,81,18,67,12
46,z_score,39,11,39,9,41,10,39,10
46,none,43,6,73,18,47,11,52,12
47,min_max,58,13,79,17,73,17,67,14
47,z_score,40,10,38,11,42,10,39,10
47,none,36,9,61,14,54,11,41,7
48,min_max,77,17,78,18,86,18,62,13
48,z_score,42,10,45,8,45,10,42,9
48,none,52,12,41,12,78,21,40,9
49,min_max,63,13,74,18,73,17,67,12
49,z_score,44,7,47,9,40,9,41,9
49,none,81,23,47,8,46,8,55,11
50,min_max,84,18,73,18,83,17,58,13
50,z_score,39,11,40,10,40,11,40,9
50,none,76,20,67,16,49,11,45,5
